content,score,app_id,label
baik cuman ngk bisa siaran langsung,5,com.instagram.android,Positive
suka bug gak jelas,2,com.instagram.android,Negative
"ig tu sekarang knpa yaa setiap gua bukak ig pasti ada kendala kayak mempersiapkan ig ke bahasa Indonesia padahal dari awal udah gua seting ke bahasa Indonesia trs kalo setiap mau bikin story ga bisa,ga muncul gambar dan ga mau di upload masa iya kalo mau bikin sg hps ig dulu baru bisa,bolak balik hps unduh hps unduh CAPEKKKKKK",1,com.instagram.android,Negative
Membantu sekali,5,com.instagram.android,Positive
"udah 2 kali uninstall terus install lagi gara2 yg pertama gabisa dibuka, suka tiba-tiba keluar sendiri pas lg scroll, dan sekrg gabisa buat story. capek bgtt w 😮‍💨",1,com.instagram.android,Negative
Bagussss coba deh,5,com.instagram.android,Positive
saya tdk bisa menggantikan kata sandi,1,com.instagram.android,Negative
bagus bangat😍,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
sangat bagus,5,com.instagram.android,Positive
kenapa saya tidak bisa buat story ig gambarnya buram dan gak bisa jelas,5,com.instagram.android,Positive
bagus bgt dan adalah pokoknya,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
"bner2 aplikasi ini bikin capek dan kecewa bgtt ,, tiap mau posting story, ganti foto profil harus uninstall lalu install aplikasi lagi baru normal lgi. setiapppp hari bgtu . kapan sih mau diperbaiki !!!! kdg keluar dan berhenti sendiri. BARU INI AKU BNER2 KECEWA BGT SUMPAH SAMA INSTAGRAM SKRG !!!!!",1,com.instagram.android,Negative
apk sampah,1,com.instagram.android,Negative
banyak mengenal tentang yang tidak pernah saya lakukan,5,com.instagram.android,Positive
sya blum bisa ngsih warna d lagu,4,com.instagram.android,Positive
terbaik👍💯,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
good job,5,com.instagram.android,Positive
instagram selalu di hati,5,com.instagram.android,Positive
Bisa cerita lewat foto n video 👌👍 Cocok buat aku yg tak suka dan geli banget sma medsos yg isinya konten joget2 gakjelas.,5,com.instagram.android,Positive
naikan terus,5,com.instagram.android,Positive
mantap apknya,5,com.instagram.android,Positive
sudah di download ko malah gak bisa di buka,2,com.instagram.android,Negative
bagus,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
maaf aplikasi nya sering erorr walaupun sering update 🙏,3,com.instagram.android,Neutral
Bagus banget,5,com.instagram.android,Positive
mengapa postingan dari reels berbentuk layar hitam tiap akan dipost! laporan tidak ditanggapi,1,com.instagram.android,Negative
"senang berada di instagram,praktis dan mudah.",5,com.instagram.android,Positive
untuk versi yg lebih lama,5,com.instagram.android,Positive
bagus,5,com.instagram.android,Positive
"tolong ini kenapa ya Ig, disetiap akun pasti beda2 fiturnya gk semua akun dapet beberapa fitur meski sudah update, tolong permasalahan ini di benarkan,sudah lama bug ini tidak diperbaiki",1,com.instagram.android,Negative
Sya bru sja updet instagram tpih mlah gk bisa msuk aku sya lg,1,com.instagram.android,Negative
bagus,5,com.instagram.android,Positive
👌👌👌,5,com.instagram.android,Positive
"ig saya kenapa gabisa buka kamera ya selalu bug jdi hitam apalagi pas post story jdi blur ga keliatan sama sekali dan pernah juga setiap buka ig pasti keluar sendiri padahal memori ga penuh, jaringan full. kenapa tolong diperbaiki lagi yaa...",2,com.instagram.android,Negative
i can't upload an story why,2,com.instagram.android,Negative
mantap,5,com.instagram.android,Positive
"ga bisa upload cerita, ngepost juga ga bisa, bahkan ganti foto profil aja ga bisa. error mulu, padahal kualitas jaringan bagus.",1,com.instagram.android,Negative
mantap,5,com.instagram.android,Positive
kasi fitur hapus semua posting ulang min,4,com.instagram.android,Positive
Aplikasinya Gak Berguna sering ada bugnya dan iklannya,5,com.instagram.android,Positive
GAJELAS MASA LIVE HARUS 1000 FOLOWERS.,2,com.instagram.android,Negative
OK..BGUS...lengkap,5,com.instagram.android,Positive
sangat baguss,5,com.instagram.android,Positive
suka,4,com.instagram.android,Positive
ok,5,com.instagram.android,Positive
kadang nge bug gak bisa ngepost story,2,com.instagram.android,Negative
Instagram tolonggg siaran langsung nya🫩. kami sangat bosan bila siaran langsung nya terbatas begitu padahal follow ku orang 1.000 loh,2,com.instagram.android,Negative
"bagus cuma, harus cepat di update",4,com.instagram.android,Positive
Ig sgt bermanfaat bagi banyak orang,5,com.instagram.android,Positive
platform favorit sejak 2013,5,com.instagram.android,Positive
dikit dikit dinonaktifkan ig hadehh makin update makin parah taii emang udah susah susah cari polowers,2,com.instagram.android,Negative
terlalu banyak iklan Judi slot kok bisa di promoin di instagram,1,com.instagram.android,Negative
sangat bermanfaat,5,com.instagram.android,Positive
Karena seru,4,com.instagram.android,Positive
bagus banget ini karan kita bisa chat langsung dengan teman atau orang tua tapi aku gak ada live atau sinyaran lasung,5,com.instagram.android,Positive
sosial media paling berkelas,5,com.instagram.android,Positive
🎊🎉selamat,5,com.instagram.android,Positive
bagus,5,com.instagram.android,Positive
dlm menjalan kan konten yg interaktiv,5,com.instagram.android,Positive
Mudah2 han aplikasi ini bisa menghibur gue 😊😊🤲🤲🤲🤲,5,com.instagram.android,Positive
bagus banyak teman,5,com.instagram.android,Positive
i like Instagram 🥰🥰,5,com.instagram.android,Positive
Ig nya tidak ada masalah,5,com.instagram.android,Positive
gabisa buka filter baru dan kenapa sekarang malah gabisa live jugaa klo pengikutnya kurang dri 1000 kenapa harus ad batesan gituu sii,1,com.instagram.android,Negative
bug mulu ig gua asik force close aja benerin dong,2,com.instagram.android,Negative
sangat membantu untuk bercreatif,1,com.instagram.android,Negative
baguss,4,com.instagram.android,Positive
okeee,5,com.instagram.android,Positive
bagus,5,com.instagram.android,Positive
Bagus banyak hiburan😊💪,5,com.instagram.android,Positive
"IG TUH NAPA SIH? account tbtb ke suspend padahal akun biasa, gak ada spam dll. dimintain data diri ngapain cobaaa smpai ktp dll. nih mau jual data diri apa gimana sih!!! kenapa selalu muncul iklan judol, slot, pinjol, bahkan iklan 18+ yang ga di sensor. IG BURIKKKK BGT SKRNG, IKLANNYA GAK MUTU",1,com.instagram.android,Negative
infomasi yg berimbang spy bisa meng edukasi positif terhadap masyarakat pengguna instragram,5,com.instagram.android,Positive
bagus bangetttt,5,com.instagram.android,Positive
untuk suara dividio Instagram volumenya kecil sekali padahal volume hape sudah 100 mohon diperbaiki 🙏,3,com.instagram.android,Neutral
"makin update makin sering error, aku udah 3 kli hapus ig soalnya error mulu, setiap mau up video pasti jadi latar hitam cuman suara doang yg ad, setiap mau up foto jg pasti ngeblur semua, dan klo mau kirim foto ga bisa blur jga",1,com.instagram.android,Negative
keren,5,com.instagram.android,Positive
kenapa akun ku selalu diretas trus ya saya udh ganti nomor telfon dan email tiba tiba log out padahal saya juga ga klik link aneh aneh,1,com.instagram.android,Negative
kenapa ya bug nya banyak di aku sedangkan jaringan lancar tapi buka reel engga bisa jelek banget bolak bail harus instal dna unistal apk nya hadeh,1,com.instagram.android,Negative
Instagram itu seru banget,5,com.instagram.android,Positive
Karena bisa foto foti,5,com.instagram.android,Positive
Saty,2,com.instagram.android,Negative
bagus sekali,5,com.instagram.android,Positive
mantap,4,com.instagram.android,Positive
sering Bug gak bisa bikin story layar hitam masalah jaringan padahal jaringan normal harus hapus aplikasi install ulang balik lagi.,3,com.instagram.android,Neutral
"nge bug mulu , ngeselin",1,com.instagram.android,Negative
error gatau kenapa ini. gabisa up story. padahal gaada problem juga di HP. di apk yang lain juga masih aman aman aja,1,com.instagram.android,Negative
nice,5,com.instagram.android,Positive
saya sangat senang menggunakan Instagram,1,com.instagram.android,Negative
aplikasi komplit,5,com.instagram.android,Positive
sangat mengecewakan,1,com.instagram.android,Negative
cape bgt sama bug nya!! dulu ga gini tapi tambah update malah aneh,2,com.instagram.android,Negative
estetik,5,com.instagram.android,Positive
benerin biar bisa ss dm kaya IG dulu.,1,com.instagram.android,Negative
sangat baik,5,com.instagram.android,Positive
ok,5,com.instagram.android,Positive
kenapa aplikasi instagram saya berhenti tiba tiba?,3,com.instagram.android,Neutral
"woyy min,ini kenapa ig gua banyak banget iklan porno,sama situs judii,udah gua laporin riset ig apa segala macem,tetrp masih muncul tolong di benarkan lah",1,com.instagram.android,Negative
67/10🔥🔥🔥,5,com.instagram.android,Positive
mantap,5,com.instagram.android,Positive
"good, untuk menyimpan kenangan",5,com.instagram.android,Positive
ko ig saya gabisa di perbarui kaya orang' ya?,1,com.instagram.android,Negative
instagram membuat konten kita bisa lebih diperhatikan publik ig membuat kita selalu semangat untuk menjadi lebih baij lagi semoga bisa fyp setiap kontenku,5,com.instagram.android,Positive
🗿👍,5,com.instagram.android,Positive
Dunia menjadi indah,5,com.instagram.android,Positive
"keren, bagus tpi kadang eror",5,com.instagram.android,Positive
🥰,5,com.instagram.android,Positive
sangat puas,5,com.instagram.android,Positive
kenapa instagram mau buka tiba-tiba tutup aplnya,2,com.instagram.android,Negative
"akhir akhir ini sering banget bug, ngga bisa unggah story dan ada tulisan ""kesalahan"" pdhl sinyal sudah bagus & dan reinstall baru bisa , tapi setelahnya mengulang seperti itu",4,com.instagram.android,Positive
Gajelas ngebug mulu padahal udah di update,3,com.instagram.android,Neutral
"kok gni sihh skrng ig nyaaa, anehhhh",1,com.instagram.android,Negative
ntapp,5,com.instagram.android,Positive
"sejak dua hari lalu ig gabisa digunakan dengan baik, udah coba ganti pw tetep gabisa dibuka. keluar sendiri ketika app sedang digunakan. udah coba lapor kebantuan tetep gabisa. pdahal saya menggunakan ig sejak lama sudah 10thnan. baru kali ini ada masalah gabisa diatasi. mohon bantuannya.",4,com.instagram.android,Positive
sangat bagus,5,com.instagram.android,Positive
banyak iklan judi online nya ampas,1,com.instagram.android,Negative
bagus,5,com.instagram.android,Positive
THE ALGORITHM SO PEAK!!! I BUILT MY OWN BRICK BY BRICK,5,com.instagram.android,Positive
mantap,5,com.instagram.android,Positive
"IG GUA GABISA DIBUKA INI WOY ,UDAH RESET PW CUMA MUTER DOANG",1,com.instagram.android,Negative
kadang kalau mau login suka ngebug ketika memasukkan katasandi malah salah padahal katasandi saya yang sudah dimasukkan itu sudah benar. mohon lebih ditingkatkan lagi dan diperbaiki.,3,com.instagram.android,Neutral
tolong Instagram awak ngak bisa bikin story,3,com.instagram.android,Neutral
"Instagram makin banyak bug nya,mau bikin story engga bisa katanya ada kesalahan,dari semalam Instagram logout sendiri,sampai sekarang belum bisa bikin story,tolong diperbaiki",3,com.instagram.android,Neutral
Instagram e g jelas padahal pengikut udah 1000 lebih gak bisa live,3,com.instagram.android,Neutral
dari dulu sih oke² ajah sekarang akun saya hilang tidak jelass,1,com.instagram.android,Negative
sangat bermanfaat,5,com.instagram.android,Positive
kenapa ketika aku ngetag orang tpi orang tersebut tidak bisa repost sg kita,1,com.instagram.android,Negative
"sudah 2x isi saldo, tapi tetap tidak bisa iklan 👎👎👎👎👎👎👎👎👎👎👎👎👎",1,com.instagram.android,Negative
"tiba"" di berhentikan paksa tanpa sebab, banyak bug, banyak iklan JUDI",1,com.instagram.android,Negative
veri nice,5,com.instagram.android,Positive
"BANYAK BUG!!!,APK TIDAK BISA DI BUKA",1,com.instagram.android,Negative
puas banget,5,com.instagram.android,Positive
mantap,4,com.instagram.android,Positive
tidak bisa membuat cerita tidak jelas,1,com.instagram.android,Negative
"ini Instagram error mulu, ketika ingin buat status malah gk bisa padahal jaringan bagus, mau pakai wifi data Telkomsel sama aja, setelah di update juga sama aja gk bisaa.. tolong dong diperbaiki🙏🙏",1,com.instagram.android,Negative
"Updatenya telat muluuu, esok valentine tp efek notesnya lum ada di aku.....",5,com.instagram.android,Positive
tapi aku belum bisa play musik tetap di bio padahal udah update lo min,5,com.instagram.android,Positive
mudah dipahami terimakasih.,5,com.instagram.android,Positive
これでお礼を申し上げます。考慮すべきことがたくさんあるので、謝りたいことがたくさんあるので、知らないことがたくさんあるので、謝ります。,5,com.instagram.android,Positive
"kenapa akun saya tidak bisa di ubah kata sandinya jadi kredensial tidak valid, padahal di chrome udah benar kata sandi nya, tolong gimana ini!!!",2,com.instagram.android,Negative
good,5,com.instagram.android,Positive
tolong ini kenapa setiap buka foto di feed gambarnya buram lalu geser ke slide ke 2 baru jelas tolong diperbaiki bug ini,4,com.instagram.android,Positive
"ini kenapa si woy,masa ig gua ditutup paksa terus karna masalah eksternal padahal sebelum nyaa aman aman ajaa, sekarang malah gabisa di pake sama sekali apk nya",1,com.instagram.android,Negative
keren,5,com.instagram.android,Positive
"oi!!, aplikasi bug Mulu!, ngeblur setiap postingan gua!, benerin gak!, oi Mark!, yang bener Napa!, bug nya gak bener terus dah dari kemarin!!!!",1,com.instagram.android,Negative
Jooos,5,com.instagram.android,Positive
ok,3,com.instagram.android,Neutral
semenjak dipegang mark jadi ancurrrr,1,com.instagram.android,Negative
👍👍👍👍👍,5,com.instagram.android,Positive
kok crash mulu di samsung s24,1,com.instagram.android,Negative
ok,4,com.instagram.android,Positive
cara akun Instagram kembali gimana tau Imel tapi sandi lupa Imel nya ngga terhubung di gogle,2,com.instagram.android,Negative
Perbaikan hak lehh,5,com.instagram.android,Positive
kok jadi bug keluar2 sendiri?,3,com.instagram.android,Neutral
"IG sekarang makin ga jelas, postingan feed yg diposting udh lama awalnya bagus2 aja skrg malah buram, foto arsip jg buram. Klo gini lama2 lu kalah sama aplikasi laen. Padahal dulu IG bgus bngt makanya bnyk yg pake",1,com.instagram.android,Negative
"kecewa bngt karena udah 3 kali akun ku di hack sama artis porno dari luar negeri,pdhl aku udah ganti sandi dll tapi tetap aja",1,com.instagram.android,Negative
"ini, Instagram. kenapa tiba tiba eror? akun saya tiba tiba tidak bisa bikin story. tolong segera di perbaiki teruntuk tim Instagram",2,com.instagram.android,Negative
saya belum bisa live,2,com.instagram.android,Negative
very good,5,com.instagram.android,Positive
akhir akhir ini foto di ig jadi buram . kok gac seperti biasanya. kalau pakai Ig lite masih bagus,3,com.instagram.android,Neutral
"DEMI KMRN KAN KALO BUAT STORY KELUAR TRS, SEKARANG MALAH JADI BUREM JIR KALO MAU BIKIN STORY PLUS KALO MAU POST FOTO LOADING NYA LAMAA BGT PADAHAL SINYAL BGS..... PLS IG ITU KENAPAAAA KASI AK SARAN.",2,com.instagram.android,Negative
bagus sih karna bisa ngechat temen di ig,5,com.instagram.android,Positive
It force close anytime when i click some reels and open Instagram. Can you fix it?,4,com.instagram.android,Positive
"keren bgt,mantap poull mudah,bagus dn sangat bermanfaat",5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
sosmed,5,com.instagram.android,Positive
"Yg bener aja ini app asw, saya gk masalah ada iklan selagi nonton reels tapi yg keluar kok malah iklan judol? saya udh muak sama iklan gitu tiap hari. udh beberapa kali dilaporin, di pencet tidak pantas malah makin banyak yg muncul yg sebelumnya satu atau dua kali ini malah berkali-kali sampe iklannya itu semua. ini tolonglah iklan judol gini dihapus diganti sama iklan yg lebih bermanfaat. saya gk keberatan kalo iklan yg muncul tenang akademis. produk atau apapun selain judol dan sejenisnya.",3,com.instagram.android,Neutral
ini aplikasi yang bagus dan praktis serta lagu-lagunya yang tau keadaan hati dan pikiran. menulis puisi di aplikasi ini cocok dan aplikasi ini juga tau lagu mana yang cocok dengan selera masing-masing,5,com.instagram.android,Positive
suka ngelek kalo post vd,4,com.instagram.android,Positive
"sering kena bug, gabisa msk, kepental trs, mmk",1,com.instagram.android,Negative
sangat bagus,5,com.instagram.android,Positive
menghibur,4,com.instagram.android,Positive
kebanyakan bug,1,com.instagram.android,Negative
SERING BANGET MENTAL !!!,1,com.instagram.android,Negative
sangat berguna bagi saya untuk hiburan.,4,com.instagram.android,Positive
update terossssssss,1,com.instagram.android,Negative
mantap keren,5,com.instagram.android,Positive
eror Mulu g bisa di bukak,1,com.instagram.android,Negative
mohon maaf sekarang kok keamanan instagram sekarang jelek banget si saya sudah hampir bikin lebih dari 2akun tapi tetap aja hilang dan baru² ini saya coba login salah satu akun saya bisa akan tetapi akun saya banyak ling² hal yang tidak senonoh di akun saya dan juga kenapa setiap kita mau follow temen selalu ga bisa ada peringan kayak spam gitu kadang akun kita sering flow orang² ga jelas padahal kita g merasa flw mereka,2,com.instagram.android,Negative
"Ga jelas banget akun gw kena hack Mulu,pas aju banding malah di nonaktifkan permanen.",1,com.instagram.android,Negative
Bagusy,1,com.instagram.android,Negative
buruk,1,com.instagram.android,Negative
ini napa dah kluar mulu dengan sndirinya kek di tutup paksa,1,com.instagram.android,Negative
bagus,3,com.instagram.android,Neutral
Instagram debest 👌👍👍👍,5,com.instagram.android,Positive
aplikasi yang bagus untuk bersosial media,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
saya sangat menyukai aplikasinya 🥰🥰🥰,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
baguss,5,com.instagram.android,Positive
bgus bgtttttt,5,com.instagram.android,Positive
bisa u load video durasi 3 menit setelah edit via aplikasi Instagram,5,com.instagram.android,Positive
pas buka reels malah out,1,com.instagram.android,Negative
akun saya ke suspend kaga bisa di buka udah sebulan lebih,2,com.instagram.android,Negative
gada yg ngechat,2,com.instagram.android,Negative
"Instagram makin payah,akun Saya di nonaktifkan padahal itu akun pribadi saya",1,com.instagram.android,Negative
sering eror,1,com.instagram.android,Negative
banyak bug,1,com.instagram.android,Negative
saya tida bisa ngepost status instagram tolong perbaiki bug ny,3,com.instagram.android,Neutral
Senang,5,com.instagram.android,Positive
aplikasi banyak cacat nya cok,1,com.instagram.android,Negative
good,5,com.instagram.android,Positive
sangat membantu dan bermanfaat dari dulu hingga sekarang,5,com.instagram.android,Positive
banyak bug sama forclose,3,com.instagram.android,Neutral
ngebug ga bisa di buka perhari ini tgl 12 februari 2026,2,com.instagram.android,Negative
bgus,4,com.instagram.android,Positive
bagus,5,com.instagram.android,Positive
"Menu tag di profil lari kemana, woy?! 🫵",2,com.instagram.android,Negative
kenapa ya sering error ni apk,3,com.instagram.android,Neutral
"bugnya banyak anjerr, benerin ga cepet",1,com.instagram.android,Negative
menyebalkan kluar kluar sendiri,5,com.instagram.android,Positive
Eehh mas kawin,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
knp tidak bisa di update😩😩😩,4,com.instagram.android,Positive
"bagus banget, siapa yang ga tau ig di jaman sekarang 😵🩷",5,com.instagram.android,Positive
apk sangat baguss,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
"makin update malah makin, huft dah lah",3,com.instagram.android,Neutral
luar biasa,4,com.instagram.android,Positive
"kok makin ke sini Kya eror ya,buka reels nggk bisa padahal Internetnya bagus,tolong di perbaiki lagi ya,aku uninstall trs ku download lagi masih sama aja",1,com.instagram.android,Negative
bug kluar sendiri,1,com.instagram.android,Negative
Keren.. aplikasinya mantul,5,com.instagram.android,Positive
NEW VERSION FULL OF BUG,1,com.instagram.android,Negative
bug mulu ngntof,1,com.instagram.android,Negative
knp akun saya di nonaktifkan,1,com.instagram.android,Negative
"ini kenapaa instagram keluar trsss yaaa,kesalahan trss anehh banget",2,com.instagram.android,Negative
bagus.,5,com.instagram.android,Positive
membantu untuk personal branding,5,com.instagram.android,Positive
"Gabisa di pake buat menunjukan kebenaran, dikit2 banned, dikit2 hapus.",5,com.instagram.android,Positive
aman terkendali,5,com.instagram.android,Positive
ya sangat membantu berhubung dgn kawan,5,com.instagram.android,Positive
"gajelas ah,masukin akun gabisa padahal pw udh bner",1,com.instagram.android,Negative
"kenapa yaa kalo saya update story di ig foto saya aja di arsipnya kadang muncul kadang engga, tolong itu caranya gmn yaa biar arsipnya muncul? terus knp akhir¹ ini sering bug ya?",3,com.instagram.android,Neutral
oke yes,5,com.instagram.android,Positive
Mantap,5,com.instagram.android,Positive
"WOILAA KENAPA SUKA NGEBUGGG ANJ, AKU NGEDIT PHOTO MALAHH LAYAR HITAM MULU, AKU VIDCALL LAYAR HITAM",1,com.instagram.android,Negative
"jika posting story pasti ada kesalahan / gambar blur semua, padahal sinyal udah 4g full",2,com.instagram.android,Negative
sering nge bug,1,com.instagram.android,Negative
👍,5,com.instagram.android,Positive
akun saya force close,1,com.instagram.android,Negative
sukaa bgtt,5,com.instagram.android,Positive
seru sekalih,5,com.instagram.android,Positive
Ok,5,com.instagram.android,Positive
apk yg bagus,5,com.instagram.android,Positive
"KENAPA FILTER YANG ESTETIK MALAH DIHAPUS? KYK NEW YORK DKK, MALAH DIGANTI YG ALAY, plissssssauhsjajsks sedih puol",1,com.instagram.android,Negative
sangat lah baik,5,com.instagram.android,Positive
baguss,5,com.instagram.android,Positive
bagus tapi filter nya kurang bagus jadi aku kasi bintang empat karena filter nya dikit tolong di tambah,4,com.instagram.android,Positive
bgus,5,com.instagram.android,Positive
ni apk bagus bett,4,com.instagram.android,Positive
"susah banget mau login ke akun yg sudah ada, maaf,ada masalah coba lagi nanti, always.",1,com.instagram.android,Negative
"kena suspend tapi stuck di identitas terus, gmana sih instagram padahal ga melanggar apapun saya",3,com.instagram.android,Neutral
instagram itu bagus sama kayak nama ku,5,com.instagram.android,Positive
"idiot lah, masa mau bikin story tiba-tiba jdi full hitam pdhl sinyal bagus, trs pas buka ig tiba' keluar sendiri, tolong segera diperbaiki",2,com.instagram.android,Negative
"Ig kenapa dah per hari ini aku udah dua kali bolak balik instal uninstal ig,karena gatau kenapa tiba tiba banget kena bug",1,com.instagram.android,Negative
"sekarang Instragram ga jelas co, harus verifikasi mulu padahal kartu yang tertera di ig udah ilang, mana gua daftarin pake nomor. untuk pihak Instagram tolong di perbaiki permasalahannya dan akun ig saya kaya ada orang lain yang mengoperasikan tapi setelah di cek ga ada siapa siapa, tiba tiba nama akunnya di ganti, ngefollow siapa saja yang bahkan orang yang di follow tersebut orang yang tidak di kenal",1,com.instagram.android,Negative
"pas ke akun ke 2 kalau nonton reels tu kalau diketuk sekali bukannya kepause malah kemute atau unmute,kan jadi kesel,trus dipausenya ditahan",1,com.instagram.android,Negative
"Instragram emang paling joss , dan sangat kreeen untuk melihat dunia luar 👍👍👍",5,com.instagram.android,Positive
keluh kesah HP kentang🗿,4,com.instagram.android,Positive
"gabisa live tauu,padahal udah 1,600 followers wkwk",1,com.instagram.android,Negative
kenapa sekarang sering force close,1,com.instagram.android,Negative
ga jelas masa bikin story ga bisa,1,com.instagram.android,Negative
banyak bug,1,com.instagram.android,Negative
good,5,com.instagram.android,Positive
sering error,2,com.instagram.android,Negative
sangat mudah untuk membuat sebuah karya,5,com.instagram.android,Positive
mksh sukses selalu buat istgram,4,com.instagram.android,Positive
terima kasih instagram.,5,com.instagram.android,Positive
"instagram sering berhenti sendiri, sering terjadi bug tidak bisa upload story. tolong segera diperbaiki",1,com.instagram.android,Negative
aplksi sru,5,com.instagram.android,Positive
"bagus meta, cuman gini, banyak orang yg gak tau hiburan gitu",5,com.instagram.android,Positive
kameranya bagus,5,com.instagram.android,Positive
sangat bermanfaat untuk media promosi,5,com.instagram.android,Positive
cocok banget buat genz,5,com.instagram.android,Positive
"Too many updates, and too many ads, repeating, repeating, it sick me and report them all the time",1,com.instagram.android,Negative
bagus sekli ka aplikasi nya saya suka🤗🤗,5,com.instagram.android,Positive
bguss,5,com.instagram.android,Positive
Instagram nii tuhh ngelekk muluu jirr apk nya tuh bermasalah muluu,1,com.instagram.android,Negative
jadi suka ngelag,2,com.instagram.android,Negative
"mohon di perbaiki tadi saya buka aplikasinya langsung keluar, terus ga bisa postin story",1,com.instagram.android,Negative
"saya harap developer mampu mengurangi akun akun bot yang justru menggangu isi komentar. fungsi lapor ""as spam"" saya rasa terlalu membantu.",2,com.instagram.android,Negative
di jamin bagus,5,com.instagram.android,Positive
kenapa lag parah ya,2,com.instagram.android,Negative
"Instagram saya mengalami force close, pedahal sebelumnya baik baik saja",1,com.instagram.android,Negative
"ada kendala untuk hp Infinix seri kebawah, mengakibatkan restart sendiri, tolong di perbaiki",1,com.instagram.android,Negative
mantap,5,com.instagram.android,Positive
mohon untuk admin Instagram agar memblokir situs judol yang ada di dalam aplikasi,2,com.instagram.android,Negative
asikk,5,com.instagram.android,Positive
semoga fdio saya lebih fyp,5,com.instagram.android,Positive
sangat baguss,5,com.instagram.android,Positive
"min ig ku kok tiba tiba ngebug min, pas ku pencet aplikasinya tiba tiba force close, tulisannya ""instagram ditutup karena aplikasi ini memiliki bug....coba perbarui aplikasi setelah pengembang aplikasi memperbaiki kesalahan ini"" tolong min diperbaiki",1,com.instagram.android,Negative
tidak bisablogin,1,com.instagram.android,Negative
ok,4,com.instagram.android,Positive
gud,4,com.instagram.android,Positive
tolong lah bug nya ini nyusahin bangett!!!!!,1,com.instagram.android,Negative
"updatenya makin rusak nih aplikasi, nonton reel force close, baru buka force close aja terus!!",1,com.instagram.android,Negative
sering eror,2,com.instagram.android,Negative
banyak iklan judol jink,2,com.instagram.android,Negative
bagus,5,com.instagram.android,Positive
"apknya sangat bagus meski masih banyak bug,seperti saat kita ingin menambahkan lagu nnti ad tampilan efek dan ini sangat mengganggu dan jalan satu²nya hanyala mengedit ulang Saya harap pihak Instagram cepat mengurus masalah ini Tapi saya Tetap jadi Kasih 5★ Saya Suka bangat Terimakasihhh!!!",5,com.instagram.android,Positive
INSTAGRAM SEKARANG NOOB,1,com.instagram.android,Negative
Sangat membantu! Fitur tutorial 'Praktik Terbaik' di Instagram sangat berguna bagi saya yang baru belajar membuat konten. Aplikasinya juga semakin mudah digunakan.,5,com.instagram.android,Positive
mantap,5,com.instagram.android,Positive
good,5,com.instagram.android,Positive
makin ke sini banyak pembaruan versi beta malah makin banyak bug dan sering freez,1,com.instagram.android,Negative
wajib bgt pake ini,5,com.instagram.android,Positive
mantap,5,com.instagram.android,Positive
kok kek close Mulu ya,5,com.instagram.android,Positive
"sering bug, sudah 3 hari saya terkena bug tidak bisa masuk ke dalam akun Instagram, saya berharap semoga bug cepat di perbaiki",1,com.instagram.android,Negative
sanga nyam untuk semetara ini,5,com.instagram.android,Positive
Dislike,1,com.instagram.android,Negative
"kenapa apk ku ngebug selalu membal kalau di buka, padahal jaringan dan penyimpanan aman, tolong di perbaiki segera !",1,com.instagram.android,Negative
mantep,5,com.instagram.android,Positive
apk yang cukup bagus dan menarik bisa chat sama telpon juga saya rasa ini udah bagus dan teruskan aja untuk jadi lebih baik ya,5,com.instagram.android,Positive
kenapa ko keluar sediri pas mau buka min,2,com.instagram.android,Negative
sering banyak bug,1,com.instagram.android,Negative
terbaik,5,com.instagram.android,Positive
sangat bagus cuman efek nya agak jamet,5,com.instagram.android,Positive
suka tbtb gabisa masuk aneh,2,com.instagram.android,Negative
amiin,5,com.instagram.android,Positive
matap,5,com.instagram.android,Positive
sangat bagus⭐⭐⭐⭐⭐,5,com.instagram.android,Positive
GK jelas eror keluar sendiri,1,com.instagram.android,Negative
tidak bisa di buka.ada masalah apa ya. makin kacau ni,1,com.instagram.android,Negative
"sering error, suka keluar sendiri",1,com.instagram.android,Negative
"BENERIN GAK BUGNYAA, ak jadi gak bisa main ig ancc, keluar terus, udah ak hapus juga memori ig nya sesuai yang di suruh, TAPI TTP GAK BISAA, tolong dong admin atau siapapun yang ngurusin nieh apk, BENERIN BUGNYAA",2,com.instagram.android,Negative
update nya aja yang banyak tapi ada aja bug nya,1,com.instagram.android,Negative
"saya tidak tau apakah ini bug atau bukan, namun akun baruku punya fitur repost sedangkan akun lama ku punya fitur tersebut... nb Sekarang force close sendiri tiap buka aih",1,com.instagram.android,Negative
membantu banget,5,com.instagram.android,Positive
kalo akun sudah ke blokir perangkat gabisa kesalahan ganti pasword berkali kali ada solusi?,1,com.instagram.android,Negative
